DATA,HORA,ORIGEM,DESTINO,TR
04/04/2014,21:38:00,888-888,420-586,I
04/04/2014,21:39:00,888-888,420-586,F
04/04/2014,21:54:00,888-888,706-375,I
04/04/2014,21:54:00,888-888,706-375,F
04/04/2014,22:04:00,777-777,853-439,F
04/04/2014,22:07:00,888-888,569-307,I
04/04/2014,22:11:00,888-888,569-307,F
04/04/2014,22:16:00,888-888,434-112,I
04/04/2014,22:45:00,999-999,156-115,F
04/04/2014,22:45:00,888-888,434-112,F
04/04/2014,22:46:00,888-888,295-838,I
04/04/2014,22:54:00,999-999,129-360,I
04/04/2014,23:25:00,999-999,129-360,F
04/04/2014,23:27:00,888-888,295-838,F
04/04/2014,23:34:00,999-999,651-336,I
04/04/2014,23:41:00,999-999,651-336,F
04/04/2014,23:41:00,888-888,850-469,I
04/04/2014,23:54:00,777-777,829-984,I
04/04/2014,23:58:00,999-999,729-133,I
05/04/2014,00:09:00,999-999,729-133,F
05/04/2014,00:24:00,999-999,700-151,I
05/04/2014,00:35:00,888-888,850-469,F
05/04/2014,00:36:00,777-777,829-984,F
05/04/2014,00:39:00,888-888,434-112,I
05/04/2014,00:50:00,777-777,977-895,I
05/04/2014,01:03:00,999-999,700-151,F
05/04/2014,01:04:00,999-999,795-375,I
05/04/2014,01:20:00,888-888,434-112,F
05/04/2014,01:23:00,777-777,977-895,F
05/04/2014,01:32:00,777-777,415-119,I
05/04/2014,01:36:00,777-777,415-119,F
05/04/2014,01:52:00,777-777,249-168,I
05/04/2014,02:01:00,999-999,795-375,F
05/04/2014,02:06:00,888-888,705-198,I
05/04/2014,02:10:00,777-777,249-168,F
05/04/2014,02:36:00,999-999,914-310,I
05/04/2014,02:39:00,777-777,641-895,I
05/04/2014,02:41:00,777-777,641-895,F
05/04/2014,02:43:00,888-888,705-198,F
05/04/2014,02:51:00,999-999,914-310,F
05/04/2014,03:03:00,888-888,953-940,I
05/04/2014,03:04:00,999-999,270-713,I
05/04/2014,03:09:00,999-999,270-713,F
05/04/2014,03:15:00,888-888,953-940,F
05/04/2014,03:21:00,888-888,518-403,I
05/04/2014,03:22:00,888-888,518-403,F
05/04/2014,03:24:00,888-888,765-650,I
05/04/2014,03:27:00,999-999,170-652,I
05/04/2014,03:29:00,999-999,170-652,F
05/04/2014,03:35:00,777-777,180-434,I
05/04/2014,03:46:00,777-777,180-434,F
05/04/2014,03:49:00,777-777,706-375,I
05/04/2014,03:59:00,777-777,706-375,F
05/04/2014,04:06:00,999-999,393-359,I
05/04/2014,04:12:00,777-777,290-129,I
05/04/2014,04:17:00,888-888,765-650,F
05/04/2014,04:31:00,777-777,290-129,F
05/04/2014,04:54:00,999-999,393-359,F
05/04/2014,05:00:00,777-777,192-992,I
05/04/2014,05:22:00,777-777,192-992,F
05/04/2014,05:35:00,888-888,826-107,I
05/04/2014,05:42:00,777-777,689-975,I
05/04/2014,06:05:00,888-888,826-107,F
05/04/2014,06:21:00,999-999,795-375,I
05/04/2014,06:47:00,888-888,761-931,I
05/04/2014,06:50:00,777-777,689-975,F
05/04/2014,07:00:00,999-999,795-375,F
05/04/2014,07:32:00,777-777,449-580,I
05/04/2014,07:36:00,999-999,778-383,I
05/04/2014,08:02:00,888-888,761-931,F
05/04/2014,08:05:00,888-888,795-375,I
05/04/2014,08:09:00,888-888,795-375,F
05/04/2014,08:12:00,999-999,778-383,F
05/04/2014,08:27:00,777-777,449-580,F
05/04/2014,08:40:00,888-888,638-077,I
05/04/2014,08:41:00,777-777,550-515,I
05/04/2014,08:44:00,888-888,638-077,F
05/04/2014,08:51:00,777-777,550-515,F
05/04/2014,08:58:00,999-999,243-240,I
05/04/2014,08:58:00,888-888,148-880,I
05/04/2014,09:20:00,888-888,148-880,F
05/04/2014,09:25:00,999-999,243-240,F
05/04/2014,09:29:00,999-999,449-580,I
05/04/2014,09:47:00,777-777,659-340,I
05/04/2014,09:49:00,777-777,659-340,F
05/04/2014,09:51:00,777-777,437-032,I
05/04/2014,09:57:00,999-999,449-580,F
05/04/2014,10:03:00,888-888,554-823,I
05/04/2014,10:09:00,999-999,276-237,I
05/04/2014,10:17:00,777-777,437-032,F
05/04/2014,10:29:00,888-888,554-823,F
05/04/2014,10:30:00,999-999,276-237,F
05/04/2014,10:44:00,888-888,709-539,I
05/04/2014,10:47:00,777-777,127-743,I
05/04/2014,11:05:00,999-999,700-151,I
05/04/2014,11:07:00,888-888,709-539,F
05/04/2014,11:14:00,777-777,127-743,F
05/04/2014,11:37:00,888-888,220-106,I
05/04/2014,11:38:00,777-777,527-735,I
05/04/2014,11:43:00,999-999,700-151,F
05/04/2014,11:44:00,777-777,527-735,F
05/04/2014,11:44:00,888-888,220-106,F
05/04/2014,11:45:00,999-999,394-441,I
05/04/2014,11:51:00,999-999,394-441,F
05/04/2014,11:57:00,999-999,494-318,I
05/04/2014,12:03:00,999-999,494-318,F
05/04/2014,12:13:00,777-777,812-548,I
05/04/2014,12:35:00,777-777,812-548,F
05/04/2014,12:41:00,999-999,977-895,I
05/04/2014,12:59:00,888-888,654-531,I
05/04/2014,13:15:00,777-777,102-704,I
05/04/2014,13:23:00,999-999,977-895,F
05/04/2014,13:27:00,777-777,102-704,F
05/04/2014,13:36:00,777-777,645-289,I
05/04/2014,13:40:00,888-888,654-531,F
05/04/2014,14:27:00,777-777,645-289,F
05/04/2014,14:32:00,888-888,689-975,I
05/04/2014,14:37:00,888-888,689-975,F
05/04/2014,14:40:00,888-888,215-621,I
05/04/2014,14:40:00,999-999,584-794,I
05/04/2014,15:00:00,999-999,584-794,F
05/04/2014,15:15:00,777-777,160-939,I
05/04/2014,15:16:00,999-999,962-084,I
05/04/2014,15:19:00,777-777,160-939,F
05/04/2014,15:19:00,999-999,962-084,F
05/04/2014,15:20:00,999-999,644-829,I
05/04/2014,15:22:00,999-999,644-829,F
05/04/2014,15:26:00,999-999,728-994,I
05/04/2014,15:31:00,999-999,728-994,F
05/04/2014,15:38:00,777-777,521-151,I
05/04/2014,15:51:00,888-888,215-621,F
05/04/2014,15:53:00,777-777,521-151,F
05/04/2014,16:06:00,999-999,554-823,I
05/04/2014,16:21:00,777-777,468-349,I
05/04/2014,16:24:00,999-999,554-823,F
05/04/2014,16:26:00,999-999,606-969,I
05/04/2014,16:29:00,777-777,468-349,F
05/04/2014,16:32:00,888-888,518-403,I
05/04/2014,16:32:00,888-888,518-403,F
05/04/2014,16:37:00,888-888,374-261,I
05/04/2014,16:48:00,888-888,374-261,F
05/04/2014,16:58:00,999-999,606-969,F
05/04/2014,17:05:00,888-888,638-077,I
05/04/2014,17:16:00,999-999,667-741,I
05/04/2014,17:17:00,999-999,667-741,F
05/04/2014,17:23:00,777-777,477-266,I
05/04/2014,17:24:00,777-777,477-266,F
05/04/2014,17:26:00,888-888,638-077,F
05/04/2014,17:27:00,999-999,270-713,I
05/04/2014,17:33:00,888-888,127-743,I
05/04/2014,17:36:00,999-999,270-713,F
05/04/2014,17:45:00,999-999,598-558,I
05/04/2014,18:29:00,999-999,598-558,F
05/04/2014,18:32:00,888-888,127-743,F
05/04/2014,18:36:00,777-777,386-800,I
05/04/2014,18:56:00,777-777,386-800,F
05/04/2014,19:00:00,888-888,128-973,I
05/04/2014,19:17:00,999-999,203-051,I
05/04/2014,19:20:00,777-777,460-290,I
05/04/2014,19:22:00,999-999,203-051,F
05/04/2014,19:29:00,777-777,460-290,F
05/04/2014,19:40:00,777-777,569-307,I
05/04/2014,19:44:00,888-888,128-973,F
05/04/2014,19:49:00,999-999,334-388,I
05/04/2014,19:53:00,999-999,334-388,F
05/04/2014,19:56:00,777-777,569-307,F
05/04/2014,19:57:00,777-777,884-481,I
05/04/2014,19:58:00,777-777,884-481,F
05/04/2014,20:24:00,888-888,131-864,I
05/04/2014,20:34:00,777-777,952-129,I
05/04/2014,20:39:00,888-888,131-864,F
05/04/2014,20:42:00,999-999,426-972,I
05/04/2014,20:42:00,777-777,952-129,F
05/04/2014,21:02:00,888-888,394-441,I
05/04/2014,21:02:00,777-777,729-133,I
05/04/2014,21:10:00,777-777,729-133,F
05/04/2014,21:18:00,999-999,426-972,F
05/04/2014,21:21:00,777-777,494-318,I
05/04/2014,21:25:00,888-888,394-441,F
05/04/2014,21:32:00,777-777,494-318,F
05/04/2014,21:39:00,777-777,778-383,I
05/04/2014,21:45:00,999-999,414-720,I
05/04/2014,21:50:00,888-888,286-218,I
05/04/2014,21:56:00,999-999,414-720,F
05/04/2014,21:59:00,888-888,286-218,F
05/04/2014,22:08:00,888-888,185-652,I
05/04/2014,22:25:00,888-888,185-652,F
05/04/2014,22:32:00,888-888,437-032,I
05/04/2014,22:32:00,888-888,437-032,F
05/04/2014,22:34:00,888-888,550-515,I
05/04/2014,22:46:00,777-777,778-383,F
05/04/2014,22:50:00,888-888,550-515,F
05/04/2014,22:56:00,777-777,315-664,I
05/04/2014,22:57:00,999-999,598-558,I
05/04/2014,23:04:00,999-999,598-558,F
05/04/2014,23:09:00,999-999,853-439,I
05/04/2014,23:11:00,777-777,315-664,F
05/04/2014,23:12:00,888-888,638-233,I
05/04/2014,23:12:00,999-999,853-439,F
05/04/2014,23:20:00,999-999,554-823,I
05/04/2014,23:35:00,999-999,554-823,F
05/04/2014,23:38:00,777-777,560-747,I
05/04/2014,23:42:00,999-999,953-940,I
05/04/2014,23:52:00,999-999,953-940,F
05/04/2014,23:53:00,888-888,638-233,F
06/04/2014,00:05:00,777-777,560-747,F
06/04/2014,00:05:00,999-999,706-375,I
06/04/2014,00:19:00,888-888,664-435,I
06/04/2014,00:27:00,999-999,706-375,F
06/04/2014,00:34:00,888-888,664-435,F
06/04/2014,00:37:00,999-999,744-955,I
06/04/2014,00:49:00,999-999,744-955,F
06/04/2014,00:50:00,999-999,860-973,I
06/04/2014,01:01:00,999-999,860-973,F
06/04/2014,01:09:00,999-999,774-014,I
06/04/2014,01:15:00,888-888,434-112,I
06/04/2014,01:25:00,999-999,774-014,F
06/04/2014,01:30:00,999-999,668-901,I
06/04/2014,01:45:00,777-777,286-218,I
06/04/2014,01:51:00,777-777,286-218,F
06/04/2014,02:00:00,777-777,654-531,I
06/04/2014,02:01:00,999-999,668-901,F
06/04/2014,02:37:00,777-777,654-531,F
06/04/2014,02:41:00,777-777,354-512,I
06/04/2014,02:50:00,999-999,664-435,I
06/04/2014,02:53:00,999-999,664-435,F
06/04/2014,03:01:00,999-999,315-664,I
06/04/2014,03:11:00,888-888,434-112,F
06/04/2014,04:08:00,777-777,354-512,F
06/04/2014,04:09:00,777-777,156-115,I
06/04/2014,04:15:00,777-777,156-115,F
06/04/2014,04:21:00,999-999,315-664,F
06/04/2014,04:21:00,777-777,139-853,I
06/04/2014,04:33:00,777-777,139-853,F
06/04/2014,04:39:00,777-777,709-539,I
06/04/2014,04:51:00,777-777,709-539,F
06/04/2014,04:56:00,777-777,096-996,I
06/04/2014,05:02:00,999-999,358-198,I
06/04/2014,05:05:00,777-777,096-996,F
06/04/2014,05:25:00,999-999,358-198,F
06/04/2014,05:27:00,777-777,795-375,I
06/04/2014,05:29:00,999-999,394-441,I
06/04/2014,05:36:00,999-999,394-441,F
06/04/2014,05:40:00,777-777,795-375,F
06/04/2014,05:43:00,777-777,850-469,I
06/04/2014,05:57:00,999-999,828-423,I
06/04/2014,06:04:00,777-777,850-469,F
06/04/2014,06:27:00,999-999,828-423,F
06/04/2014,06:45:00,999-999,554-823,I
06/04/2014,06:47:00,777-777,129-360,I
06/04/2014,06:47:00,777-777,129-360,F
06/04/2014,06:55:00,777-777,828-423,I
06/04/2014,07:05:00,888-888,837-966,I
06/04/2014,07:05:00,777-777,828-423,F
06/04/2014,07:10:00,999-999,554-823,F
06/04/2014,07:10:00,777-777,894-693,I
06/04/2014,07:21:00,888-888,837-966,F
06/04/2014,07:41:00,999-999,484-815,I
06/04/2014,07:41:00,999-999,484-815,F
06/04/2014,08:01:00,999-999,449-580,I
06/04/2014,08:05:00,999-999,449-580,F
06/04/2014,08:07:00,777-777,894-693,F
06/04/2014,08:10:00,777-777,362-450,I
06/04/2014,08:17:00,777-777,362-450,F
06/04/2014,08:27:00,888-888,394-441,I
06/04/2014,08:35:00,777-777,884-481,I
06/04/2014,08:56:00,999-999,711-811,I
06/04/2014,09:09:00,888-888,394-441,F
06/04/2014,09:21:00,888-888,702-839,I
06/04/2014,09:29:00,999-999,711-811,F
06/04/2014,09:30:00,777-777,884-481,F
06/04/2014,09:36:00,777-777,434-112,I
06/04/2014,09:37:00,777-777,434-112,F
06/04/2014,09:39:00,888-888,702-839,F
06/04/2014,10:18:00,888-888,243-240,I
06/04/2014,10:19:00,777-777,812-548,I
06/04/2014,10:27:00,999-999,393-359,I
06/04/2014,10:53:00,888-888,243-240,F
06/04/2014,11:03:00,888-888,641-895,I
06/04/2014,11:04:00,888-888,641-895,F
06/04/2014,11:09:00,888-888,347-222,I
06/04/2014,11:14:00,999-999,393-359,F
06/04/2014,11:21:00,888-888,347-222,F
06/04/2014,11:41:00,999-999,175-794,I
06/04/2014,11:52:00,888-888,641-895,I
06/04/2014,11:59:00,999-999,175-794,F
06/04/2014,12:15:00,777-777,812-548,F
06/04/2014,12:17:00,888-888,641-895,F
06/04/2014,12:17:00,777-777,734-320,I
06/04/2014,12:34:00,777-777,734-320,F
06/04/2014,12:51:00,777-777,651-336,I
06/04/2014,12:54:00,999-999,914-310,I
06/04/2014,13:06:00,999-999,914-310,F
06/04/2014,13:07:00,999-999,545-330,I
06/04/2014,13:21:00,999-999,545-330,F
06/04/2014,13:24:00,777-777,651-336,F
06/04/2014,13:26:00,888-888,203-051,I
06/04/2014,13:48:00,999-999,479-476,I
06/04/2014,13:52:00,888-888,203-051,F
06/04/2014,13:52:00,999-999,479-476,F
06/04/2014,13:56:00,999-999,853-439,I
06/04/2014,14:05:00,777-777,468-349,I
06/04/2014,14:17:00,999-999,853-439,F
06/04/2014,14:26:00,888-888,477-266,I
06/04/2014,14:57:00,777-777,468-349,F
06/04/2014,15:09:00,999-999,638-077,I
06/04/2014,15:25:00,888-888,477-266,F
06/04/2014,15:27:00,777-777,368-095,I
06/04/2014,15:33:00,777-777,368-095,F
06/04/2014,15:37:00,999-999,638-077,F
06/04/2014,15:37:00,777-777,837-966,I
06/04/2014,16:00:00,777-777,837-966,F
06/04/2014,16:26:00,999-999,437-032,I
06/04/2014,16:28:00,999-999,437-032,F
06/04/2014,16:36:00,777-777,170-652,I
06/04/2014,16:44:00,888-888,523-638,I
06/04/2014,16:47:00,999-999,554-823,I
06/04/2014,16:55:00,777-777,170-652,F
06/04/2014,16:57:00,999-999,554-823,F
06/04/2014,17:14:00,777-777,736-976,I
06/04/2014,17:18:00,777-777,736-976,F
06/04/2014,17:41:00,888-888,523-638,F
06/04/2014,17:41:00,777-777,952-129,I
06/04/2014,17:44:00,888-888,437-032,I
06/04/2014,18:09:00,999-999,830-001,I
06/04/2014,18:15:00,999-999,830-001,F
06/04/2014,18:26:00,888-888,437-032,F
06/04/2014,18:29:00,777-777,952-129,F
06/04/2014,18:30:00,777-777,374-261,I
06/04/2014,18:32:00,777-777,374-261,F
06/04/2014,18:48:00,999-999,347-222,I
06/04/2014,18:58:00,777-777,914-310,I
06/04/2014,19:02:00,888-888,374-261,I
06/04/2014,19:12:00,777-777,914-310,F
06/04/2014,19:17:00,888-888,374-261,F
06/04/2014,19:27:00,999-999,347-222,F
06/04/2014,19:29:00,777-777,654-531,I
06/04/2014,19:33:00,777-777,654-531,F
06/04/2014,19:50:00,888-888,468-349,I
06/04/2014,20:07:00,888-888,468-349,F
06/04/2014,20:58:00,777-777,830-001,I
06/04/2014,21:40:00,999-999,156-115,I
06/04/2014,21:41:00,999-999,156-115,F
06/04/2014,21:53:00,777-777,830-001,F
06/04/2014,22:14:00,999-999,837-966,I
06/04/2014,22:21:00,888-888,518-403,I
06/04/2014,22:26:00,777-777,729-133,I
06/04/2014,22:26:00,999-999,837-966,F
06/04/2014,22:35:00,777-777,729-133,F
06/04/2014,22:35:00,999-999,778-383,I
06/04/2014,22:42:00,777-777,175-794,I
06/04/2014,22:56:00,999-999,778-383,F
06/04/2014,23:18:00,999-999,358-198,I
06/04/2014,23:23:00,777-777,175-794,F
06/04/2014,23:26:00,999-999,358-198,F
06/04/2014,23:31:00,777-777,479-476,I
06/04/2014,23:32:00,777-777,479-476,F
06/04/2014,23:49:00,777-777,420-586,I
07/04/2014,00:11:00,888-888,518-403,F
07/04/2014,00:11:00,777-777,420-586,F
07/04/2014,00:24:00,777-777,192-992,I
07/04/2014,00:45:00,999-999,667-741,I
07/04/2014,00:46:00,777-777,192-992,F
07/04/2014,01:30:00,777-777,778-692,I
07/04/2014,01:32:00,999-999,667-741,F
07/04/2014,01:34:00,777-777,778-692,F
07/04/2014,01:34:00,999-999,953-940,I
07/04/2014,01:37:00,888-888,527-735,I
07/04/2014,01:45:00,999-999,953-940,F
07/04/2014,01:48:00,888-888,527-735,F
07/04/2014,01:58:00,777-777,705-198,I
07/04/2014,02:03:00,999-999,309-289,I
07/04/2014,02:28:00,888-888,437-032,I
07/04/2014,02:53:00,999-999,309-289,F
07/04/2014,02:58:00,999-999,953-940,I
07/04/2014,03:03:00,999-999,953-940,F
07/04/2014,03:05:00,999-999,358-198,I
07/04/2014,03:22:00,888-888,437-032,F
07/04/2014,03:41:00,888-888,795-375,I
07/04/2014,03:51:00,999-999,358-198,F
07/04/2014,03:57:00,777-777,705-198,F
07/04/2014,04:00:00,777-777,180-434,I
07/04/2014,04:15:00,888-888,795-375,F
07/04/2014,04:17:00,999-999,131-864,I
07/04/2014,04:23:00,777-777,180-434,F
07/04/2014,04:28:00,999-999,131-864,F
07/04/2014,04:28:00,999-999,702-839,I
07/04/2014,04:33:00,999-999,702-839,F
07/04/2014,04:50:00,999-999,830-001,I
07/04/2014,05:16:00,777-777,676-556,I
07/04/2014,05:19:00,888-888,895-483,I
07/04/2014,06:01:00,888-888,895-483,F
07/04/2014,06:11:00,999-999,830-001,F
07/04/2014,06:18:00,999-999,876-218,I
07/04/2014,06:18:00,999-999,876-218,F
07/04/2014,06:23:00,888-888,659-340,I
07/04/2014,06:28:00,999-999,156-115,I
07/04/2014,06:33:00,888-888,659-340,F
07/04/2014,06:38:00,999-999,156-115,F
07/04/2014,06:40:00,777-777,676-556,F
07/04/2014,06:43:00,777-777,744-955,I
07/04/2014,06:45:00,999-999,374-261,I
07/04/2014,07:07:00,888-888,358-198,I
07/04/2014,07:21:00,888-888,358-198,F
07/04/2014,07:36:00,888-888,828-423,I
07/04/2014,07:42:00,999-999,374-261,F
07/04/2014,07:52:00,888-888,828-423,F
07/04/2014,07:52:00,777-777,744-955,F
07/04/2014,07:53:00,777-777,102-704,I
07/04/2014,07:58:00,777-777,102-704,F
07/04/2014,07:58:00,777-777,160-939,I
07/04/2014,08:01:00,777-777,160-939,F
07/04/2014,08:08:00,888-888,521-151,I
07/04/2014,08:21:00,999-999,894-693,I
07/04/2014,08:26:00,777-777,606-969,I
07/04/2014,08:31:00,999-999,894-693,F
07/04/2014,08:52:00,777-777,606-969,F
07/04/2014,09:35:00,999-999,876-218,I
07/04/2014,09:47:00,888-888,521-151,F
07/04/2014,09:52:00,999-999,876-218,F
07/04/2014,10:01:00,888-888,102-704,I
07/04/2014,10:09:00,888-888,102-704,F
07/04/2014,10:12:00,888-888,420-586,I
07/04/2014,10:16:00,999-999,249-168,I
07/04/2014,10:25:00,888-888,420-586,F
07/04/2014,10:26:00,777-777,664-435,I
07/04/2014,10:27:00,999-999,249-168,F
07/04/2014,10:33:00,777-777,664-435,F
07/04/2014,10:38:00,777-777,394-441,I
07/04/2014,10:48:00,999-999,249-168,I
07/04/2014,10:53:00,777-777,394-441,F
07/04/2014,11:09:00,888-888,102-704,I
07/04/2014,11:21:00,999-999,249-168,F
07/04/2014,11:37:00,888-888,102-704,F
07/04/2014,11:41:00,888-888,778-383,I
07/04/2014,11:51:00,999-999,420-586,I
07/04/2014,11:52:00,888-888,778-383,F
07/04/2014,12:21:00,999-999,420-586,F
07/04/2014,12:40:00,888-888,368-095,I
07/04/2014,12:59:00,999-999,102-704,I
07/04/2014,13:04:00,888-888,368-095,F
07/04/2014,13:08:00,777-777,914-310,I
07/04/2014,13:18:00,999-999,102-704,F
07/04/2014,13:23:00,999-999,946-500,I
07/04/2014,13:25:00,999-999,946-500,F
07/04/2014,13:33:00,888-888,384-737,I
07/04/2014,13:47:00,999-999,700-151,I
07/04/2014,13:48:00,888-888,384-737,F
07/04/2014,13:53:00,777-777,914-310,F
07/04/2014,14:09:00,777-777,170-652,I
07/04/2014,14:30:00,888-888,096-996,I
07/04/2014,14:33:00,777-777,170-652,F
07/04/2014,14:40:00,999-999,700-151,F
07/04/2014,14:40:00,777-777,641-895,I
07/04/2014,15:04:00,888-888,096-996,F
07/04/2014,15:20:00,777-777,641-895,F
07/04/2014,15:24:00,999-999,853-439,I
07/04/2014,15:26:00,999-999,853-439,F
07/04/2014,15:29:00,777-777,460-290,I
07/04/2014,15:32:00,999-999,836-032,I
07/04/2014,15:36:00,999-999,836-032,F
07/04/2014,15:49:00,888-888,180-434,I
07/04/2014,15:59:00,777-777,460-290,F
07/04/2014,16:14:00,777-777,946-500,I
07/04/2014,16:15:00,888-888,180-434,F
07/04/2014,16:18:00,999-999,729-133,I
07/04/2014,16:26:00,888-888,290-129,I
07/04/2014,16:39:00,777-777,946-500,F
07/04/2014,16:42:00,777-777,270-713,I
07/04/2014,16:48:00,777-777,270-713,F
07/04/2014,17:01:00,999-999,729-133,F
07/04/2014,17:11:00,999-999,828-423,I
07/04/2014,17:14:00,777-777,850-469,I
07/04/2014,17:47:00,999-999,828-423,F
07/04/2014,17:51:00,888-888,290-129,F
07/04/2014,17:57:00,888-888,895-483,I
07/04/2014,18:03:00,888-888,895-483,F
07/04/2014,18:03:00,888-888,139-853,I
07/04/2014,18:24:00,777-777,850-469,F
07/04/2014,18:37:00,777-777,668-901,I
07/04/2014,18:49:00,888-888,139-853,F
07/04/2014,19:00:00,888-888,249-168,I
07/04/2014,19:26:00,777-777,668-901,F
07/04/2014,19:38:00,999-999,170-652,I
07/04/2014,19:44:00,777-777,598-389,I
07/04/2014,20:02:00,777-777,598-389,F
07/04/2014,20:16:00,999-999,170-652,F
07/04/2014,20:21:00,999-999,530-135,I
07/04/2014,20:28:00,999-999,530-135,F
07/04/2014,20:29:00,999-999,836-032,I
07/04/2014,20:43:00,999-999,836-032,F
07/04/2014,20:55:00,888-888,249-168,F
07/04/2014,20:55:00,777-777,368-095,I
07/04/2014,21:26:00,777-777,368-095,F
07/04/2014,21:26:00,777-777,667-741,I
07/04/2014,21:50:00,888-888,523-638,I
07/04/2014,21:54:00,888-888,523-638,F
07/04/2014,22:00:00,888-888,393-359,I
07/04/2014,22:02:00,888-888,393-359,F
07/04/2014,22:04:00,888-888,148-880,I
07/04/2014,22:13:00,999-999,894-693,I
07/04/2014,22:24:00,888-888,148-880,F
07/04/2014,22:33:00,777-777,667-741,F
07/04/2014,22:41:00,777-777,203-051,I
07/04/2014,22:49:00,888-888,521-151,I
07/04/2014,23:06:00,999-999,894-693,F
07/04/2014,23:11:00,888-888,521-151,F
07/04/2014,23:16:00,777-777,203-051,F
07/04/2014,23:25:00,999-999,744-955,I
07/04/2014,23:29:00,777-777,774-014,I
07/04/2014,23:38:00,999-999,744-955,F
08/04/2014,00:07:00,777-777,774-014,F
08/04/2014,00:09:00,777-777,175-794,I
08/04/2014,00:09:00,777-777,175-794,F
08/04/2014,00:11:00,777-777,638-233,I
08/04/2014,00:12:00,888-888,185-652,I
08/04/2014,00:14:00,777-777,638-233,F
08/04/2014,00:20:00,999-999,354-512,I
08/04/2014,00:25:00,777-777,175-794,I
08/04/2014,00:26:00,999-999,354-512,F
08/04/2014,00:35:00,777-777,175-794,F
08/04/2014,00:36:00,888-888,185-652,F
08/04/2014,00:45:00,999-999,264-323,I
08/04/2014,00:48:00,999-999,264-323,F
08/04/2014,00:49:00,888-888,584-794,I
08/04/2014,00:50:00,999-999,270-713,I
08/04/2014,00:50:00,777-777,659-340,I
08/04/2014,00:57:00,777-777,659-340,F
08/04/2014,00:58:00,999-999,270-713,F
08/04/2014,01:25:00,888-888,584-794,F
08/04/2014,01:28:00,888-888,524-351,I
08/04/2014,01:32:00,777-777,540-451,I
08/04/2014,01:41:00,999-999,645-289,I
08/04/2014,01:52:00,888-888,524-351,F
08/04/2014,02:04:00,777-777,540-451,F
08/04/2014,02:27:00,777-777,654-531,I
08/04/2014,02:51:00,999-999,645-289,F
08/04/2014,02:52:00,777-777,654-531,F
08/04/2014,02:53:00,777-777,315-664,I
08/04/2014,03:06:00,999-999,127-743,I
08/04/2014,03:14:00,777-777,315-664,F
08/04/2014,03:22:00,999-999,127-743,F
08/04/2014,03:26:00,999-999,527-735,I
08/04/2014,03:48:00,888-888,700-151,I
08/04/2014,03:57:00,777-777,645-289,I
08/04/2014,04:08:00,777-777,645-289,F
08/04/2014,04:20:00,777-777,645-289,I
08/04/2014,04:25:00,777-777,645-289,F
08/04/2014,04:38:00,888-888,700-151,F
08/04/2014,04:57:00,777-777,659-340,I
08/04/2014,05:04:00,777-777,659-340,F
08/04/2014,05:11:00,999-999,527-735,F
08/04/2014,05:13:00,999-999,133-919,I
08/04/2014,05:19:00,777-777,220-106,I
08/04/2014,05:28:00,777-777,220-106,F
08/04/2014,05:38:00,999-999,133-919,F
08/04/2014,05:46:00,999-999,814-087,I
08/04/2014,06:02:00,999-999,814-087,F
08/04/2014,06:05:00,777-777,953-940,I
08/04/2014,06:27:00,999-999,521-151,I
08/04/2014,06:28:00,999-999,521-151,F
08/04/2014,06:30:00,888-888,358-198,I
08/04/2014,06:33:00,777-777,953-940,F
08/04/2014,06:40:00,888-888,358-198,F
08/04/2014,06:45:00,999-999,362-450,I
08/04/2014,06:49:00,999-999,362-450,F
08/04/2014,06:59:00,999-999,133-919,I
08/04/2014,07:07:00,999-999,133-919,F
08/04/2014,07:21:00,777-777,814-087,I
08/04/2014,07:53:00,777-777,814-087,F
08/04/2014,08:00:00,777-777,160-939,I
08/04/2014,08:08:00,888-888,914-310,I
08/04/2014,08:10:00,777-777,160-939,F
08/04/2014,08:26:00,888-888,914-310,F
08/04/2014,08:32:00,777-777,946-500,I
08/04/2014,08:49:00,999-999,826-107,I
08/04/2014,08:53:00,999-999,826-107,F
08/04/2014,08:58:00,777-777,946-500,F
